Group Names,Entity Name,Capability Name,Template Name,Assessment Date,Assessment Number,Total Votes,Total Abstains,Rating,Dimension,Outcomes,Goal,Impediment,Comments,Prompts,Criteria,Criteria Stage,Criteria Selections,Criteria Percent Selected
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Product Discovery","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.222200,Product,"Innovation; Customer Satisfaction; Responsiveness; Employee Satisfaction",N,N,"02/01/2023 Team Member: Discovery is in its infancy, limiting our ability to anticipate user needs. Developing robust discovery methods will help us identify key design opportunities and challenges early on; 02/01/2023 Team Member: We're new to discovery activities and are figuring out effective approaches.","","Product managers, designers, engineering, and whoever else adds value collaboratively work on solution ideas during Discovery activities","Developing",4,66.67
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Product Discovery","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.222200,Product,"Innovation; Customer Satisfaction; Responsiveness; Employee Satisfaction",N,N,"02/01/2023 Team Member: Discovery is in its infancy, limiting our ability to anticipate user needs. Developing robust discovery methods will help us identify key design opportunities and challenges early on; 02/01/2023 Team Member: We're new to discovery activities and are figuring out effective approaches.","","There is a lack of ability to test potential solutions before building","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Product Envisioning","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.000000,Product,"Customer Satisfaction; Employee Satisfaction; Innovation",Y,Y,"02/01/2023 Team Member: Our product vision is still taking shape. We're working on clarifying it to ensure everyone understands the long-term objectives and how they align with market needs.; 02/01/2023 Team Member: Our current dashboards vision is still developing, which affects how we design experiences. A clearer vision will help us create interfaces that truly resonate with user needs.","","There is a lack of ability to envision success and effectively communicate it","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Product Knowledge","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.583300,Product,"Employee Satisfaction; Customer Satisfaction; Innovation; Time to Market",N,N,"02/01/2023 Team Member: Our understanding of the product's core functionalities is basic. We need detailed documentation and deeper insights into user scenarios to create more effective test cases.; 02/01/2023 Team Member: We have a foundational understanding of the product, but there's a need for enhanced insights into customer behavior and industry trends to drive product innovation.; 02/01/2023 Team Member: The team has a holistic understanding of how the Product functions and could effectively demo it to stakeholders and prospective clients.","","The team knows the customer they serve, their problems, and desired outcomes","Developing",1,16.67
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Product Knowledge","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.583300,Product,"Employee Satisfaction; Customer Satisfaction; Innovation; Time to Market",N,N,"02/01/2023 Team Member: Our understanding of the product's core functionalities is basic. We need detailed documentation and deeper insights into user scenarios to create more effective test cases.; 02/01/2023 Team Member: We have a foundational understanding of the product, but there's a need for enhanced insights into customer behavior and industry trends to drive product innovation.; 02/01/2023 Team Member: The team has a holistic understanding of how the Product functions and could effectively demo it to stakeholders and prospective clients.","","The team lacks knowledge of the Product's customer base, functionality, technology, and the business objectives","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Product Knowledge","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.583300,Product,"Employee Satisfaction; Customer Satisfaction; Innovation; Time to Market",N,N,"02/01/2023 Team Member: Our understanding of the product's core functionalities is basic. We need detailed documentation and deeper insights into user scenarios to create more effective test cases.; 02/01/2023 Team Member: We have a foundational understanding of the product, but there's a need for enhanced insights into customer behavior and industry trends to drive product innovation.; 02/01/2023 Team Member: The team has a holistic understanding of how the Product functions and could effectively demo it to stakeholders and prospective clients.","","The team has a holistic understanding of how the Product functions and could effectively demo it to stakeholders and prospective clients","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Product Strategy","Team Product Agility",2/1/2023 12:00 AM,1,6,0,1.000000,Product,"Responsiveness; Innovation; Employee Satisfaction; Customer Satisfaction",N,N,"02/01/2023 Team Member: We're in the process of forming a coherent product strategy. From a testing perspective, having a clear strategy helps us prioritize testing efforts effectively and align them with customer needs.; 02/01/2023 Team Member: We're in the process of aligning our design strategy with the overall product strategy. This alignment is crucial for ensuring that our design decisions enhance user engagement and satisfaction.","","There is a lack of ability to focus on solving customer problems and achieving the product vision","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Product Strategy","Team Product Agility",2/1/2023 12:00 AM,1,6,0,1.000000,Product,"Responsiveness; Innovation; Employee Satisfaction; Customer Satisfaction",N,N,"02/01/2023 Team Member: We're in the process of forming a coherent product strategy. From a testing perspective, having a clear strategy helps us prioritize testing efforts effectively and align them with customer needs.; 02/01/2023 Team Member: We're in the process of aligning our design strategy with the overall product strategy. This alignment is crucial for ensuring that our design decisions enhance user engagement and satisfaction.","","A Product Strategy exists, intentionally outlining the small number of customer problems the team is trying to solve in the near term","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Roadmap","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.000000,Process,"Employee Satisfaction; Time to Market; Responsiveness; Customer Satisfaction",Y,N,"","Please provide insights into the reasons behind your voting decision. (02/01/2023 Team Member: We are a newer team and our long-term roadmap is still developing. It’s important that it not only outlines feature delivery but also aligns with broader business outcomes.; 02/01/2023 Team Member: We've established a basic roadmap but it’s only for what we are currently working on and does not include plans for future projects. ; 02/01/2023 Team Member: Our long-term roadmap is still forming. A well-defined roadmap will help us plan design phases and ensure that our work aligns with consumer needs.; 02/01/2023 Team Member: Our roadmap is at the early stages. For testing, a detailed roadmap helps align testing schedules with development milestones and ensures comprehensive test coverage.; 02/01/2023 Team Member: Our roadmap is still in its infancy, only showing approved projects. We need to establish clear milestones and ensure that it aligns with our strategic goals. The focus is on creating a roadmap that not only guides our feature development but also ties back to customer outcomes and business priorities.; 02/01/2023 Team Member: Shifting focus from approved project roadmaps to outcomes we want to create in the future could help us have a roadmap the way this assessment describes.)","There is a lack of ability to communicate stakeholders' priorities, capacity constraints, and release cadence","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Item Cycle Time","Team Flow Accelerators Metrics",2/1/2023 12:00 AM,2,1,0,0.000000,Metrics,"Time to Market",N,N,"","","14 days or more","Starting",1,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Item Throughput","Team Flow Accelerators Metrics",2/1/2023 12:00 AM,2,1,0,0.000000,Metrics,"Predictability",N,N,"","","Four or more backlog items started than finished per week","Starting",1,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Item Work in Progress","Team Flow Accelerators Metrics",2/1/2023 12:00 AM,2,1,0,0.000000,Metrics,"Time to Market",N,N,"","","More","Starting",1,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Refinement","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.375000,Product,"Employee Satisfaction; Reliability; Predictability; Customer Satisfaction; Responsiveness",Y,N,"","Please provide insights into the reasons behind your voting decision. (02/01/2023 Team Member: Backlog refinement is progressing, and we could improve by stories acceptance criteria are reviewed (and even challenged) and understood by the entire team. ; 02/01/2023 Team Member: Our backlog refinement process is in its early stages. We're working on having richer discussions and better decomposition of tasks to avoid surprises.; 02/01/2023 Team Member: Early involvement in backlog discussions is crucial for identifying and planning test requirements upfront. This is a step we are currently missing.; 02/01/2023 Team Member: Our backlog refinement process is evolving, but involving design early on is critical for ensuring that user experience considerations are embedded from the start.; 02/01/2023 Team Member: We're improving our backlog refinement process, encouraging attendance by all team members for richer discussions and better feature to story and story to task decomposition.; 02/01/2023 Team Member: Our backlog refinement is in the early stages and is an ongoing activity that occurs on cadence. We're working towards richer discussions and better task decomposition to avoid last-minute issues with dependencies called out and recorded.)","Dependencies are called out and recorded","Developing",3,50.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Refinement","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.375000,Product,"Employee Satisfaction; Reliability; Predictability; Customer Satisfaction; Responsiveness",Y,N,"","Please provide insights into the reasons behind your voting decision. (02/01/2023 Team Member: Backlog refinement is progressing, and we could improve by stories acceptance criteria are reviewed (and even challenged) and understood by the entire team. ; 02/01/2023 Team Member: Our backlog refinement process is in its early stages. We're working on having richer discussions and better decomposition of tasks to avoid surprises.; 02/01/2023 Team Member: Early involvement in backlog discussions is crucial for identifying and planning test requirements upfront. This is a step we are currently missing.; 02/01/2023 Team Member: Our backlog refinement process is evolving, but involving design early on is critical for ensuring that user experience considerations are embedded from the start.; 02/01/2023 Team Member: We're improving our backlog refinement process, encouraging attendance by all team members for richer discussions and better feature to story and story to task decomposition.; 02/01/2023 Team Member: Our backlog refinement is in the early stages and is an ongoing activity that occurs on cadence. We're working towards richer discussions and better task decomposition to avoid last-minute issues with dependencies called out and recorded.)","There is a lack of activity that enables the team to create a shared understanding of upcoming backlog items (i.e., User Stories)","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Backlog Refinement","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.375000,Product,"Employee Satisfaction; Reliability; Predictability; Customer Satisfaction; Responsiveness",Y,N,"","Please provide insights into the reasons behind your voting decision. (02/01/2023 Team Member: Backlog refinement is progressing, and we could improve by stories acceptance criteria are reviewed (and even challenged) and understood by the entire team. ; 02/01/2023 Team Member: Our backlog refinement process is in its early stages. We're working on having richer discussions and better decomposition of tasks to avoid surprises.; 02/01/2023 Team Member: Early involvement in backlog discussions is crucial for identifying and planning test requirements upfront. This is a step we are currently missing.; 02/01/2023 Team Member: Our backlog refinement process is evolving, but involving design early on is critical for ensuring that user experience considerations are embedded from the start.; 02/01/2023 Team Member: We're improving our backlog refinement process, encouraging attendance by all team members for richer discussions and better feature to story and story to task decomposition.; 02/01/2023 Team Member: Our backlog refinement is in the early stages and is an ongoing activity that occurs on cadence. We're working towards richer discussions and better task decomposition to avoid last-minute issues with dependencies called out and recorded.)","Ongoing activity that occurs on cadence","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Composition","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.500000,Process,"Responsiveness; Time to Market; Reliability; Predictability",N,N,"02/01/2023 Team Member: Our team is 8 months old.","","The team has the minimal functional skills (i.e., Dev, QA ) to create a potentially shippable product at the end of an iteration (i.e., sprint)","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Composition","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.500000,Process,"Responsiveness; Time to Market; Reliability; Predictability",N,N,"02/01/2023 Team Member: Our team is 8 months old.","","The team lacks the cross-functionality, size, and durability required for a high-performing team who can create a potentially shippable product increment at the end of an Iteration (i.e., Sprint)","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Consumer Promoter Score","Team Consumer Promoter Score",2/1/2023 12:00 AM,3,15,0,2.066700,Metrics,"Customer Satisfaction",N,N,"02/01/2023 Team Member: We appreciate the efforts including us in the spring review, but we aren’t sure we are the right audience for each topic you review and we really don’t have the capacity to stay for the entire 90 minute session. Sending a recording might help the business stay more engaged.; 02/01/2023 Team Member: The dashboards are promising, but clearer communication of upcoming changes would help us align better with our goals. Looking forward to more structured updates.; 02/01/2023 Team Member: Appreciate the ongoing improvements, and would like to prevent last-minute surprises.; 02/01/2023 Team Member: The dashboards and sheets shows potential, but clearer communication and a stronger focus on fixing bugs are needed.; 02/01/2023 Team Member: We see potential in the current dashboards, but a clearer strategy and better communication would help us plan for changes more effectively.; 02/01/2023 Team Member: We appreciate the improvements, and a more detailed roadmap and better communication would improve our collaboration.; 02/01/2023 Team Member: The dashboards are dashboards. More focus on incorporating advanced technologies like AI that help us understand the data fast could be more useful than designing more snazzy spreadsheets.; 02/01/2023 Team Member: The current roadmap lacks future planning, which makes it hard for us to anticipate changes. A more detailed future facing roadmap would be beneficial.; 02/01/2023 Team Member: Good start with the product strategy, but integrating more user feedback into the design process could speed up the process so everyone feels heard.","","0","Starting",15,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Consumer Promoter Score","Team Consumer Promoter Score",2/1/2023 12:00 AM,3,15,0,2.066700,Metrics,"Customer Satisfaction",N,N,"02/01/2023 Team Member: We appreciate the efforts including us in the spring review, but we aren’t sure we are the right audience for each topic you review and we really don’t have the capacity to stay for the entire 90 minute session. Sending a recording might help the business stay more engaged.; 02/01/2023 Team Member: The dashboards are promising, but clearer communication of upcoming changes would help us align better with our goals. Looking forward to more structured updates.; 02/01/2023 Team Member: Appreciate the ongoing improvements, and would like to prevent last-minute surprises.; 02/01/2023 Team Member: The dashboards and sheets shows potential, but clearer communication and a stronger focus on fixing bugs are needed.; 02/01/2023 Team Member: We see potential in the current dashboards, but a clearer strategy and better communication would help us plan for changes more effectively.; 02/01/2023 Team Member: We appreciate the improvements, and a more detailed roadmap and better communication would improve our collaboration.; 02/01/2023 Team Member: The dashboards are dashboards. More focus on incorporating advanced technologies like AI that help us understand the data fast could be more useful than designing more snazzy spreadsheets.; 02/01/2023 Team Member: The current roadmap lacks future planning, which makes it hard for us to anticipate changes. A more detailed future facing roadmap would be beneficial.; 02/01/2023 Team Member: Good start with the product strategy, but integrating more user feedback into the design process could speed up the process so everyone feels heard.","","3","Adapting",5,33.34
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Consumer Promoter Score","Team Consumer Promoter Score",2/1/2023 12:00 AM,3,15,0,2.066700,Metrics,"Customer Satisfaction",N,N,"02/01/2023 Team Member: We appreciate the efforts including us in the spring review, but we aren’t sure we are the right audience for each topic you review and we really don’t have the capacity to stay for the entire 90 minute session. Sending a recording might help the business stay more engaged.; 02/01/2023 Team Member: The dashboards are promising, but clearer communication of upcoming changes would help us align better with our goals. Looking forward to more structured updates.; 02/01/2023 Team Member: Appreciate the ongoing improvements, and would like to prevent last-minute surprises.; 02/01/2023 Team Member: The dashboards and sheets shows potential, but clearer communication and a stronger focus on fixing bugs are needed.; 02/01/2023 Team Member: We see potential in the current dashboards, but a clearer strategy and better communication would help us plan for changes more effectively.; 02/01/2023 Team Member: We appreciate the improvements, and a more detailed roadmap and better communication would improve our collaboration.; 02/01/2023 Team Member: The dashboards are dashboards. More focus on incorporating advanced technologies like AI that help us understand the data fast could be more useful than designing more snazzy spreadsheets.; 02/01/2023 Team Member: The current roadmap lacks future planning, which makes it hard for us to anticipate changes. A more detailed future facing roadmap would be beneficial.; 02/01/2023 Team Member: Good start with the product strategy, but integrating more user feedback into the design process could speed up the process so everyone feels heard.","","1","Developing",15,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Consumer Promoter Score","Team Consumer Promoter Score",2/1/2023 12:00 AM,3,15,0,2.066700,Metrics,"Customer Satisfaction",N,N,"02/01/2023 Team Member: We appreciate the efforts including us in the spring review, but we aren’t sure we are the right audience for each topic you review and we really don’t have the capacity to stay for the entire 90 minute session. Sending a recording might help the business stay more engaged.; 02/01/2023 Team Member: The dashboards are promising, but clearer communication of upcoming changes would help us align better with our goals. Looking forward to more structured updates.; 02/01/2023 Team Member: Appreciate the ongoing improvements, and would like to prevent last-minute surprises.; 02/01/2023 Team Member: The dashboards and sheets shows potential, but clearer communication and a stronger focus on fixing bugs are needed.; 02/01/2023 Team Member: We see potential in the current dashboards, but a clearer strategy and better communication would help us plan for changes more effectively.; 02/01/2023 Team Member: We appreciate the improvements, and a more detailed roadmap and better communication would improve our collaboration.; 02/01/2023 Team Member: The dashboards are dashboards. More focus on incorporating advanced technologies like AI that help us understand the data fast could be more useful than designing more snazzy spreadsheets.; 02/01/2023 Team Member: The current roadmap lacks future planning, which makes it hard for us to anticipate changes. A more detailed future facing roadmap would be beneficial.; 02/01/2023 Team Member: Good start with the product strategy, but integrating more user feedback into the design process could speed up the process so everyone feels heard.","","2","Emerging",11,73.34
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Focus on Quality","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.333300,Engineering,"Reliability; Predictability",N,N,"02/01/2023 Team Member: Quality is becoming a priority, but our testing is still quite basic. Implementing more rigorous testing standards and practices will be essential to improve overall product quality.; 02/01/2023 Team Member: Quality is a growing focus, and incorporating more user feedback into our design iterations will improve the overall user experience.; 02/01/2023 Team Member: Quality is a growing focus for us. While adding dedicated testing to our process, with the new Test Engineer Role, we aim to establish more comprehensive quality standards across all of the team.","","The team has dedicated QA-skilled people (i.e., testers)","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Focus on Quality","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.333300,Engineering,"Reliability; Predictability",N,N,"02/01/2023 Team Member: Quality is becoming a priority, but our testing is still quite basic. Implementing more rigorous testing standards and practices will be essential to improve overall product quality.; 02/01/2023 Team Member: Quality is a growing focus, and incorporating more user feedback into our design iterations will improve the overall user experience.; 02/01/2023 Team Member: Quality is a growing focus for us. While adding dedicated testing to our process, with the new Test Engineer Role, we aim to establish more comprehensive quality standards across all of the team.","","There is a lack of whole-team commitment to quality and the ability to include it in each step of the process, preventing them from having a reliable, potentially shippable product","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Planning","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.500000,Process,"Responsiveness; Predictability",N,N,"","","The team lacks the ability to plan small product increments on cadence and enable change","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Planning","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.500000,Process,"Responsiveness; Predictability",N,N,"","","Iteration Planning occurs on cadence; at the beginning of every Iteration (i.e., sprint)","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Review","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.333300,Process,"Customer Satisfaction; Responsiveness; Employee Satisfaction",N,N,"","","The team lacks the ability to inspect the outcome of an iteration, solicit feedback, and determine future adjustments","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Iteration Review","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.333300,Process,"Customer Satisfaction; Responsiveness; Employee Satisfaction",N,N,"","","Reviews occur at the end of the Iteration (i.e., Sprint)","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Learning Culture","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.500000,Improvement,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Please provide insights into the reasons behind your voting decision. (02/01/2023 Team Member: Documenting learnings is happening, but a structured approach to learning is needed to truly grow.; 02/01/2023 Team Member: We document learnings but don’t have a routine process to capture and store the learnings. Some are on personal devices, others are comments in code, some are in emails. We could benefit from investing in creating a systematic approach.; 02/01/2023 Team Member: We're capturing learnings independently. Structured training sessions focused on quality will greatly benefit our skill set as a team.; 02/01/2023 Team Member: We're capturing lessons learned, but structured skill-based sessions will strengthen our team’s knowledge of how to better incorporate all of our talents and keep us at the forefront of user and market trends.; 02/01/2023 Team Member: While we're starting to document learnings, dedicating time for skill enhancement is sporadic.; 02/01/2023 Team Member: We're independently documenting lessons learned, but a more structured approach to learning and skill development will foster continuous improvement.)","There is a lack of time allocation to experiment with new ways of working, learn new skills, or share knowledge","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Learning Culture","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.500000,Improvement,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Please provide insights into the reasons behind your voting decision. (02/01/2023 Team Member: Documenting learnings is happening, but a structured approach to learning is needed to truly grow.; 02/01/2023 Team Member: We document learnings but don’t have a routine process to capture and store the learnings. Some are on personal devices, others are comments in code, some are in emails. We could benefit from investing in creating a systematic approach.; 02/01/2023 Team Member: We're capturing learnings independently. Structured training sessions focused on quality will greatly benefit our skill set as a team.; 02/01/2023 Team Member: We're capturing lessons learned, but structured skill-based sessions will strengthen our team’s knowledge of how to better incorporate all of our talents and keep us at the forefront of user and market trends.; 02/01/2023 Team Member: While we're starting to document learnings, dedicating time for skill enhancement is sporadic.; 02/01/2023 Team Member: We're independently documenting lessons learned, but a more structured approach to learning and skill development will foster continuous improvement.)","The team experiments with new ways of working (i.e., process changes within their control) based on learnings from retrospectives","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Member Promoter Score","Team Member Promoter Score",2/1/2023 12:00 AM,4,6,0,2.333300,Metrics,"Employee Satisfaction",N,N,"","","3","Adapting",2,33.34
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Member Promoter Score","Team Member Promoter Score",2/1/2023 12:00 AM,4,6,0,2.333300,Metrics,"Employee Satisfaction",N,N,"","","2","Emerging",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Member Promoter Score","Team Member Promoter Score",2/1/2023 12:00 AM,4,6,0,2.333300,Metrics,"Employee Satisfaction",N,N,"","","0","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Member Promoter Score","Team Member Promoter Score",2/1/2023 12:00 AM,4,6,0,2.333300,Metrics,"Employee Satisfaction",N,N,"","","1","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Product Owner","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.541700,Product,"Predictability; Innovation; Customer Satisfaction; Responsiveness; Time to Market; Employee Satisfaction",N,N,"02/01/2023 Team Member: As Product Owner, I'm improving communication with stakeholders with regular 1x1’s and ensuring that backlog items reflect their strategic priorities.","","Clearly articulates stakeholder and customer needs to the team and the purpose of the request","Developing",2,33.34
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Product Owner","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.541700,Product,"Predictability; Innovation; Customer Satisfaction; Responsiveness; Time to Market; Employee Satisfaction",N,N,"02/01/2023 Team Member: As Product Owner, I'm improving communication with stakeholders with regular 1x1’s and ensuring that backlog items reflect their strategic priorities.","","There is one defined Product Owner who has the customer, domain, and functional knowledge necessary to play the role","Developing",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Product Owner","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.541700,Product,"Predictability; Innovation; Customer Satisfaction; Responsiveness; Time to Market; Employee Satisfaction",N,N,"02/01/2023 Team Member: As Product Owner, I'm improving communication with stakeholders with regular 1x1’s and ensuring that backlog items reflect their strategic priorities.","","Can clearly articulate the vision and goals of the product(s) supported","Developing",5,83.34
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Product Owner","Team Product Agility",2/1/2023 12:00 AM,1,6,0,0.541700,Product,"Predictability; Innovation; Customer Satisfaction; Responsiveness; Time to Market; Employee Satisfaction",N,N,"02/01/2023 Team Member: As Product Owner, I'm improving communication with stakeholders with regular 1x1’s and ensuring that backlog items reflect their strategic priorities.","","There is a lack of ability to own and manage the product, backlog, and value delivery, preventing the team and stakeholders from understanding requirements and priority","Starting",6,100.00
"04. Digital Product Teams/1. Dashboards","1. Data Dynamos","Team Work Item Age","Team Flow Accelerators Metrics",2/1/2023 12:00 AM,2,1,0,0.000000,Metrics,"Predictability",N,N,"","","10 days or more","Starting",1,100.00
